p,killed_Q0,ap_count_delta_1000000,ap_harm_delta_1000000,ap_count_delta_2000000,ap_harm_delta_2000000,ap_count_delta_5000000,ap_harm_delta_5000000,ap_count_delta_10000000,ap_harm_delta_10000000,ap_count_delta_20000000,ap_harm_delta_20000000,ap_count_delta_50000000,ap_harm_delta_50000000,survive_1000000,survive_2000000,survive_5000000,survive_10000000,survive_20000000,survive_50000000
59387,0,0,0.0,1,0.038461538461538464,3,0.06712656712656713,4,0.07397588219506028,7,0.08739971326595017,26,0.12160447769347464,1,1,1,1,1,1
59393,0,1,0.07142857142857142,1,0.07142857142857142,3,0.10178571428571427,5,0.11678571428571427,9,0.1303648297067171,24,0.15856608005135484,1,1,1,1,1,1
59399,0,1,0.5,2,0.5555555555555556,4,0.5899024024024024,5,0.5986743322269639,6,0.6017046352572669,22,0.628679893062573,0,0,0,0,0,0
59407,0,0,0.0,1,0.041666666666666664,1,0.041666666666666664,4,0.06662422544775486,11,0.09747368191014875,25,0.12336837824680864,1,0,0,0,0,0
59417,0,0,0.0,1,0.03333333333333333,3,0.064010989010989,7,0.09450938986386748,12,0.11581899956633433,26,0.14239132481869055,1,0,0,0,0,0
59419,0,0,0.0,2,0.09722222222222221,4,0.15044351073762838,5,0.15661635024380122,11,0.17798849051352683,21,0.1959008171692585,1,1,1,1,1,1
59441,0,2,0.29166666666666663,2,0.29166666666666663,4,0.3220238095238095,8,0.3580588126723558,12,0.3720091560000492,24,0.39294171956578555,0,0,0,0,0,0
59443,0,1,0.0625,1,0.0625,4,0.1251984126984127,6,0.14438700918964076,13,0.17144626463545112,28,0.19732956849238353,1,1,1,1,1,1
59447,0,0,0.0,0,0.0,4,0.06387065637065636,5,0.07498176748176748,10,0.09611367874905799,24,0.12217472865896403,1,1,0,0,0,0
59453,0,0,0.0,1,0.03125,3,0.06589755077658303,6,0.08903009380307736,11,0.10906327170838583,21,0.12548170260294556,1,1,0,0,0,0
59467,0,0,0.0,0,0.0,3,0.07003676470588235,7,0.10144141455856986,10,0.11333901804440864,25,0.14230949680165852,1,1,1,1,1,1
59471,0,0,0.0,2,0.06971153846153846,5,0.11958527583527584,9,0.15259011118183896,12,0.1666043290220133,27,0.19414550851231083,1,1,1,1,1,1
59473,0,0,0.0,1,0.03333333333333333,2,0.058333333333333334,6,0.08758338676836197,10,0.1028630845498325,29,0.1366061214634016,1,1,1,1,1,1
59497,0,0,0.0,1,0.03333333333333333,4,0.09019151138716357,7,0.1125549765472389,10,0.12494326056857431,18,0.1372549696883408,1,1,1,1,1,1
59509,0,0,0.0,0,0.0,1,0.014285714285714285,4,0.036052544078027486,8,0.052141389076485106,24,0.08160166794144275,1,1,1,1,1,1
59513,0,1,0.16666666666666666,1,0.16666666666666666,2,0.17916666666666667,5,0.20577766531713898,8,0.21980962571489285,23,0.24547551216352415,0,0,0,0,0,0
59539,0,0,0.0,2,0.09722222222222221,5,0.16606851073762838,7,0.18360498660743757,11,0.20051038098696872,22,0.22173718665338793,1,1,0,0,0,0
59557,0,0,0.0,2,0.075,3,0.09351851851851851,3,0.09351851851851851,6,0.10498865073782167,16,0.12454108755728695,1,1,1,1,1,1
59561,0,0,0.0,1,0.03333333333333333,3,0.08048245614035088,6,0.10320723684210525,10,0.12064937369727786,26,0.15124289167194,1,0,0,0,0,0
59567,0,0,0.0,1,0.041666666666666664,3,0.07202380952380952,5,0.09004039115646258,12,0.12213946420205515,29,0.1554416857170725,1,1,1,1,1,1
59581,0,1,0.0625,1,0.0625,3,0.08920940170940171,5,0.10291832189719514,9,0.12234575750558482,23,0.14886970052391799,1,1,1,1,1,1
59611,0,0,0.0,1,0.05555555555555555,2,0.07936507936507936,6,0.1130077030812325,10,0.13000581262193558,24,0.15466728797907137,1,1,1,1,1,1
59617,0,2,0.22916666666666666,3,0.2625,3,0.2625,4,0.2729166666666667,9,0.2941818154694094,20,0.31532934473136603,1,1,1,1,1,1
59621,0,1,0.16666666666666666,1,0.16666666666666666,2,0.1875,5,0.2116953689370485,14,0.24955578338435563,29,0.2752978925352147,0,0,0,0,0,0
59627,0,1,0.125,1,0.125,4,0.1715221715221715,5,0.18193883818883816,8,0.19414933000818382,18,0.21202457587456708,1,1,1,1,1,1
59629,0,0,0.0,1,0.041666666666666664,3,0.073005698005698,5,0.09131377881377882,10,0.11099354950337367,21,0.1310049840538703,1,1,1,1,1,1
59651,0,1,0.125,1,0.125,3,0.16396103896103897,5,0.18236184190516747,9,0.19669357666810344,22,0.218708463185837,1,1,1,1,1,1
59659,0,0,0.0,0,0.0,1,0.013888888888888888,2,0.025,7,0.045934163649807645,18,0.0650210296128378,1,1,1,1,1,1
59663,0,0,0.0,1,0.03125,3,0.07505952380952381,6,0.10126441459774793,11,0.12140920747283679,23,0.14177463644030186,1,0,0,0,0,0
59669,0,0,0.0,2,0.06458333333333333,2,0.06458333333333333,3,0.07367424242424242,10,0.10075920349952312,22,0.12204598847623911,1,1,1,1,1,0
59671,0,0,0.0,1,0.05555555555555555,3,0.10019841269841269,6,0.1213870972023146,12,0.14723246603906157,31,0.18326241045549987,1,1,1,1,1,1
59693,0,1,0.16666666666666666,3,0.23124999999999998,5,0.2629960317460317,7,0.2774031627576403,14,0.3108035277785534,32,0.3440367591989926,1,1,1,1,1,1
59699,0,1,0.125,2,0.15625,5,0.20226351351351352,6,0.20920795795795796,9,0.22296904090353287,23,0.24976193795638707,1,1,1,1,1,1
59707,0,1,0.0625,1,0.0625,2,0.07765151515151515,3,0.08500445632798574,7,0.10120134145238209,28,0.14142378567719496,1,1,0,0,0,0
59723,0,1,0.5,2,0.5416666666666666,3,0.5568181818181818,3,0.5568181818181818,9,0.5801833175389608,28,0.613047353372583,0,0,0,0,0,0
59729,0,0,0.0,0,0.0,2,0.030017921146953404,5,0.05490485013836,12,0.08675087441682201,30,0.1215329194464781,1,1,1,1,1,1
59743,0,0,0.0,1,0.041666666666666664,5,0.11999007936507936,9,0.14976168852265342,12,0.1624968121113016,24,0.18367433606951228,1,1,1,0,0,0
59747,0,1,0.125,2,0.16346153846153846,3,0.1842948717948718,7,0.21968318258986066,11,0.23512863854791893,27,0.2635315768773113,1,1,1,1,1,1
59753,0,0,0.0,1,0.03333333333333333,2,0.04583333333333334,7,0.08670630586496303,11,0.10358154083572504,26,0.13100675634775427,1,1,1,1,1,1
59771,0,1,0.125,1,0.125,1,0.125,2,0.13319672131147542,11,0.17432743531382958,22,0.19480190914309506,1,1,1,1,1,1
59779,0,0,0.0,0,0.0,1,0.012195121951219513,2,0.019887429643527205,7,0.03868712588224784,23,0.06793873765821021,1,1,1,1,1,1
59791,0,0,0.0,0,0.0,0,0.0,3,0.02303690344062153,8,0.04561823411675584,24,0.07238190682403806,1,1,1,0,0,0
59797,0,1,0.16666666666666666,2,0.20833333333333331,4,0.25507246376811593,5,0.2613224637681159,13,0.29448955269705085,26,0.3181115446283571,1,1,1,1,1,1
59809,0,0,0.0,2,0.075,3,0.1,7,0.134053330552079,11,0.15021692885853447,25,0.17649594312605624,1,0,0,0,0,0
59833,0,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,3,0.18195611577964518,9,0.20593875747020166,21,0.2263282542344689,0,0,0,0,0,0
59863,0,0,0.0,0,0.0,2,0.05322128851540616,2,0.05322128851540616,5,0.06501786214826298,15,0.08360723415379283,1,1,1,1,1,1
59879,0,1,0.5,4,0.6284722222222222,6,0.6609722222222222,9,0.6863174696107951,13,0.7004092805776061,24,0.7230209362527369,0,0,0,0,0,0
59887,0,1,0.0625,1,0.0625,1,0.0625,4,0.08780193236714977,12,0.12259902564472389,26,0.15125388223481132,1,1,1,1,1,1
59921,0,0,0.0,0,0.0,3,0.05806182121971595,7,0.09375927162564615,12,0.11616603999278036,29,0.1494123187784739,1,1,1,1,1,0
59929,0,0,0.0,0,0.0,2,0.03365384615384615,3,0.04501748251748251,9,0.07130739447957929,27,0.1065794335359981,1,1,1,1,1,1
59951,0,0,0.0,1,0.038461538461538464,3,0.07179487179487179,5,0.08906085353003161,9,0.10441540141465168,22,0.12613518311975314,1,1,1,1,1,1
59957,0,0,0.0,0,0.0,3,0.0572089947089947,8,0.09851424360918032,12,0.11471322320101705,26,0.1393763115523853,1,1,1,1,1,1
59971,0,0,0.0,0,0.0,2,0.037698412698412696,6,0.0752518315018315,12,0.10326042517266483,24,0.12508277165308215,1,1,1,1,1,1
59981,0,0,0.0,0,0.0,2,0.030357142857142857,4,0.048586309523809525,9,0.07006310445327436,20,0.08926355117335057,1,1,1,1,0,0
59999,0,0,0.0,1,0.05555555555555555,2,0.07555555555555556,4,0.08994700292397662,9,0.11156326734374544,22,0.13312944049311898,1,1,1,1,1,1
60013,0,0,0.0,1,0.045454545454545456,3,0.08897306397306398,5,0.10216750841750843,12,0.13360199040665338,29,0.16858441496897222,1,1,1,1,1,1
60017,0,1,0.07142857142857142,1,0.07142857142857142,2,0.09226190476190475,4,0.10553546313039984,12,0.13978329422498598,27,0.1688285998227232,1,1,1,1,1,1
60029,0,0,0.0,0,0.0,3,0.04251792114695341,5,0.05751792114695341,14,0.09735180991336884,29,0.123370745636881,1,1,1,1,1,1
60037,0,2,0.22916666666666666,3,0.2708333333333333,4,0.2864583333333333,7,0.3141799645390071,11,0.3323325109173599,21,0.35108385268364095,0,0,0,0,0,0
60041,0,1,0.125,1,0.125,1,0.125,5,0.1619568543451652,12,0.19400031562775696,26,0.2182904851249896,1,1,1,1,1,1
60077,0,1,0.07142857142857142,2,0.11309523809523808,7,0.19562474562474563,9,0.21022792022792022,14,0.22813980151645671,31,0.25811459885088534,1,1,0,0,0,0
60083,0,1,0.5,2,0.5384615384615384,5,0.6001282051282052,9,0.6316328035187685,16,0.6641693274956971,34,0.6967828728649529,0,0,0,0,0,0
60089,0,1,0.125,1,0.125,2,0.1388888888888889,5,0.16021800281293952,10,0.18102760345240518,26,0.2070863403072566,1,1,1,1,1,1
60091,0,0,0.0,0,0.0,1,0.015151515151515152,2,0.026262626262626265,9,0.056269468887372574,22,0.08024596015010056,1,1,1,1,1,1
60101,0,0,0.0,1,0.03333333333333333,2,0.05964912280701754,4,0.07785597715218279,11,0.10805227129950008,23,0.13217159015193655,1,1,1,1,1,1
60103,0,1,0.1,1,0.1,3,0.13077651515151517,4,0.1397050865800866,9,0.15920517163183778,24,0.18602800580953302,1,1,1,1,1,1
60107,0,0,0.0,0,0.0,0,0.0,3,0.028365384615384612,10,0.06274701605583959,28,0.0950050645169802,1,1,1,1,1,1
60127,0,1,0.0625,1,0.0625,1,0.0625,4,0.08590868196131354,6,0.09424201529464687,18,0.11961351499250748,1,1,1,1,1,0
60133,0,0,0.0,2,0.08712121212121213,5,0.138771056841709,7,0.1540488346194868,14,0.18367571155642995,29,0.2113387228815322,1,0,0,0,0,0
60139,0,0,0.0,0,0.0,3,0.06307471264367817,5,0.07701702033598587,9,0.09264745345229021,24,0.11926383247176654,1,1,0,0,0,0
60149,0,1,0.07142857142857142,1,0.07142857142857142,2,0.08424908424908424,6,0.11823056452254213,11,0.13570707223379438,28,0.16704502210681552,1,1,1,1,1,1
60161,0,0,0.0,0,0.0,1,0.016129032258064516,4,0.0419657219396909,12,0.07370024467306774,22,0.09340992217182514,1,1,1,1,1,1
60167,0,0,0.0,1,0.05555555555555555,1,0.05555555555555555,2,0.06280193236714976,4,0.069862614735194,18,0.09838705111960204,1,1,1,1,1,1
60169,0,0,0.0,0,0.0,0,0.0,3,0.026609122822038613,9,0.050172478629058014,29,0.08519823746163564,1,1,1,1,1,1
60209,0,1,0.125,1,0.125,3,0.15170940170940173,5,0.16913728632478633,11,0.19240534588578487,27,0.22053243189314364,1,1,1,1,1,1
60217,0,0,0.0,0,0.0,2,0.03602484472049689,4,0.04921928916494133,9,0.06891246482487771,19,0.08814842118598543,1,1,1,1,1,1
60223,0,0,0.0,0,0.0,3,0.05162964576074332,5,0.07097488385598141,13,0.10292886781679457,25,0.1263601844200722,1,1,1,1,1,1
60251,0,1,0.5,1,0.5,6,0.596388888888889,8,0.6115715372907155,14,0.640319681458643,23,0.6568773131173314,0,0,0,0,0,0
60257,0,0,0.0,2,0.075,3,0.1013157894736842,8,0.14577603772026965,10,0.15549011396660395,21,0.17182712871976458,1,1,1,1,1,1
60259,0,0,0.0,0,0.0,1,0.025,6,0.06349136974136975,13,0.0916965149489092,26,0.11466141568911654,1,1,1,1,1,1
60271,0,1,0.1,1,0.1,2,0.1138888888888889,5,0.14184203142536475,14,0.1766424488594122,27,0.20056023198835435,1,1,1,1,1,1
60289,0,0,0.0,1,0.045454545454545456,2,0.061079545454545456,3,0.06941287878787879,7,0.08714756568430833,20,0.10912700173709963,1,1,1,1,1,1
60293,0,0,0.0,0,0.0,1,0.017857142857142856,6,0.06625923372725442,9,0.0784568905677684,24,0.10248001008596754,1,1,1,1,1,1
60317,0,2,0.23809523809523808,3,0.27976190476190477,5,0.31078042328042327,7,0.3282046657046657,11,0.34478576760416385,26,0.3702406042451371,1,1,0,0,0,0
60331,0,1,0.1,1,0.1,4,0.15234663710273466,8,0.18529250412879036,14,0.21226398280293038,26,0.23389906048187492,0,0,0,0,0,0
60337,0,0,0.0,0,0.0,1,0.01282051282051282,2,0.020173453996983406,6,0.04011324913700738,16,0.05895752148240499,1,1,1,1,1,1
60343,0,1,0.1,1,0.1,2,0.125,3,0.1326923076923077,5,0.14075369075369076,14,0.15643157777838762,1,1,1,1,1,1
60353,0,0,0.0,1,0.03125,1,0.03125,3,0.045853174603174604,8,0.06605822487288006,21,0.08900631439577449,1,1,1,1,1,1
60373,0,1,0.0625,2,0.10795454545454546,5,0.16536195286195288,8,0.1916865252440972,15,0.22233407237547245,32,0.25518944168836766,1,0,0,0,0,0
60383,0,1,0.5,2,0.5416666666666666,4,0.5854761904761905,4,0.5854761904761905,10,0.6120850698556883,24,0.6359726149548248,0,0,0,0,0,0
60397,0,1,0.0625,1,0.0625,3,0.09705964325529542,5,0.11205964325529542,10,0.13069981373171927,25,0.15695572254574428,1,1,1,1,1,0
60413,0,0,0.0,0,0.0,1,0.016129032258064516,5,0.05039125442894386,15,0.09254553078100317,30,0.1208679740510192,1,1,1,1,1,1
60427,0,0,0.0,2,0.09722222222222221,3,0.12663398692810457,6,0.15036533481317055,12,0.1710545642437353,27,0.197458906543253,1,1,1,1,1,1
60443,0,0,0.0,0,0.0,1,0.017857142857142856,3,0.03347838775019741,10,0.06638749975703917,18,0.07867759010603355,1,1,1,1,1,1
60449,0,0,0.0,0,0.0,2,0.03333333333333333,6,0.06507385177326609,11,0.09038335507189982,22,0.11001533451657476,1,1,1,1,1,1
60457,0,1,0.16666666666666666,1,0.16666666666666666,2,0.18095238095238095,6,0.21138307300321257,11,0.23029857536940587,25,0.2560665394922592,1,1,1,1,1,0
60493,0,0,0.0,1,0.041666666666666664,3,0.08055555555555555,5,0.09683706816059756,9,0.11772287431625468,20,0.1386893037809763,1,1,1,1,1,1
60497,0,1,0.16666666666666666,2,0.20833333333333331,4,0.24714912280701753,7,0.27117163843401076,11,0.28902938254175486,22,0.3100664351623379,1,1,1,1,1,1
60509,0,0,0.0,2,0.06458333333333333,2,0.06458333333333333,5,0.08695830060225188,14,0.12230059793469789,28,0.14971629369453598,1,1,1,1,1,1
60521,0,0,0.0,1,0.03333333333333333,3,0.06335125448028674,6,0.0869213302378625,15,0.12768942410661066,27,0.1483292594230357,1,1,1,1,1,1
60527,0,0,0.0,0,0.0,2,0.03785714285714285,7,0.08031821935261482,11,0.09717709381636519,26,0.12593424503877912,1,1,1,1,1,1
60539,0,0,0.0,1,0.05555555555555555,2,0.07555555555555556,4,0.09486338797814207,9,0.11215154870282318,20,0.1344646316109295,1,1,1,1,0,0
60589,0,0,0.0,1,0.045454545454545456,2,0.05827505827505827,5,0.08409192757597013,10,0.10640964502386638,23,0.1303571688571862,1,0,0,0,0,0
60601,0,0,0.0,0,0.0,0,0.0,2,0.0196969696969697,4,0.029145854145854147,17,0.05218233421167255,1,1,1,1,1,1
60607,0,1,0.0625,3,0.1597222222222222,4,0.17487373737373735,8,0.2068268471570358,12,0.2230448922698178,26,0.25192681187463317,1,0,0,0,0,0
60611,0,0,0.0,1,0.038461538461538464,3,0.07096153846153846,5,0.08602041527313267,7,0.09423059589710639,21,0.12088872671208634,1,1,1,1,1,1
60617,0,0,0.0,0,0.0,3,0.05151098901098901,7,0.08334600463798225,12,0.10575305556235824,28,0.13647011345486448,1,1,1,1,1,1
60623,0,0,0.0,2,0.07291666666666666,3,0.08806818181818181,5,0.10737601424076833,9,0.1242724244164966,17,0.1390585915331485,1,1,1,1,1,1
60631,0,1,0.1,2,0.15555555555555556,4,0.1866858237547893,7,0.21749390456287007,16,0.25414199890516076,32,0.2821103219859972,0,0,0,0,0,0
60637,0,0,0.0,0,0.0,2,0.03365384615384615,5,0.05962065712065712,11,0.08535350125044942,20,0.1017896715822231,1,1,1,1,1,1
60647,0,0,0.0,0,0.0,2,0.030357142857142857,5,0.05708949886130852,7,0.06406209102498349,19,0.0858682433667787,1,1,0,0,0,0
60649,0,0,0.0,1,0.03333333333333333,3,0.07222222222222222,3,0.07222222222222222,9,0.09487800820397087,23,0.1223526163417512,1,1,1,1,1,1
60659,0,0,0.0,2,0.08680555555555555,2,0.08680555555555555,4,0.10377420669159236,6,0.11109845154590939,15,0.12629001480447483,1,1,1,1,1,1
60661,0,1,0.16666666666666666,1,0.16666666666666666,3,0.21340579710144925,6,0.23685913483027038,12,0.25873015244245473,32,0.2947900413130613,1,1,1,1,1,1
60679,0,1,0.1,1,0.1,1,0.1,4,0.12035865369198703,8,0.13671057051118574,21,0.16156123792129015,1,1,1,1,1,1
60689,0,0,0.0,3,0.10625,4,0.12237903225806451,6,0.13685819892473117,12,0.16170244971237818,27,0.18815540457794888,1,1,1,1,1,0
60703,0,0,0.0,0,0.0,1,0.029411764705882353,3,0.04284971564383329,6,0.05447235226646992,19,0.07647193258476506,1,1,1,1,1,1
60719,0,2,0.625,2,0.625,3,0.6385135135135135,5,0.6559639719577608,8,0.6685927471415213,23,0.6940004289164827,0,0,0,0,0,0
60727,0,0,0.0,1,0.05555555555555555,1,0.05555555555555555,4,0.08168859649122807,9,0.10276659258855947,20,0.12531432664511438,1,1,1,1,1,1
60733,0,0,0.0,0,0.0,2,0.02817460317460317,5,0.056174012158054704,13,0.09149024796964196,25,0.11613783296567558,1,1,1,1,1,1
60737,0,1,0.16666666666666666,1,0.16666666666666666,4,0.20984432234432235,8,0.24315379065379064,11,0.25823393997307037,25,0.28282652805396674,1,1,1,1,1,1
60757,0,2,0.22916666666666666,3,0.2708333333333333,6,0.31877289377289375,9,0.34473970473970467,14,0.3643191546412303,31,0.39569196338047735,1,1,1,1,1,1
60761,0,0,0.0,1,0.03125,3,0.0714546783625731,6,0.09669142078681553,9,0.11155583877623353,24,0.13796561135214017,1,0,0,0,0,0
60763,0,0,0.0,0,0.0,1,0.023809523809523808,2,0.031162464985994398,11,0.06829364938944958,26,0.09449094684153972,1,1,1,1,1,1
60773,0,1,0.07142857142857142,3,0.13601190476190475,3,0.13601190476190475,6,0.16714738749622468,9,0.18097054664705375,24,0.20764141241740502,1,0,0,0,0,0
60779,0,1,0.5,2,0.5416666666666666,3,0.5616666666666666,7,0.5967846097615833,11,0.6167501733065889,26,0.6432522435905574,0,0,0,0,0,0
60793,0,1,0.16666666666666666,2,0.2121212121212121,3,0.2277462121212121,4,0.23667478354978352,8,0.2518410003777021,24,0.28109708595987026,1,0,0,0,0,0
60811,0,1,0.0625,1,0.0625,1,0.0625,5,0.09688312894834634,8,0.10961825253699449,26,0.14339930991103256,1,1,1,1,1,1
60821,0,1,0.125,1,0.125,2,0.1411290322580645,2,0.1411290322580645,8,0.16507896743365397,19,0.18380583792977861,1,1,1,1,1,1
60859,0,1,0.1,2,0.14166666666666666,6,0.21829631242741,8,0.23690632560264055,13,0.25866044648176145,30,0.28936912848025553,1,1,0,0,0,0
60869,0,1,0.07142857142857142,2,0.11309523809523808,4,0.1417242703533026,7,0.1625325509440199,14,0.18978089979812887,34,0.22773792226083386,1,1,1,1,1,1
60887,0,0,0.0,1,0.041666666666666664,2,0.056818181818181816,3,0.06559011164274323,8,0.08755619294705984,25,0.11782711456898524,1,1,1,1,1,1
60889,0,0,0.0,0,0.0,0,0.0,2,0.013611111111111112,6,0.029115085980411057,17,0.04929846364743554,1,1,1,1,1,1
60899,0,0,0.0,0,0.0,2,0.03333333333333333,5,0.05867858072190625,7,0.06784524738857292,19,0.0874498240235349,1,1,1,1,1,1
60901,0,1,0.0625,1,0.0625,3,0.08920940170940171,6,0.11528316454787044,10,0.13238210966405692,23,0.1589247957395874,1,1,1,1,1,1
60913,0,1,0.16666666666666666,2,0.20833333333333331,3,0.2226190476190476,6,0.2453396358543417,8,0.2537530973928032,21,0.27949743933995347,1,1,1,1,1,1
60917,0,0,0.0,1,0.041666666666666664,2,0.06018518518518518,2,0.06018518518518518,10,0.09417765718785376,23,0.11688744980027953,1,1,1,1,1,1
60919,0,0,0.0,1,0.041666666666666664,3,0.09047619047619047,4,0.0994047619047619,11,0.12935171952883384,25,0.15353387692199555,1,1,0,0,0,0
60923,0,0,0.0,1,0.038461538461538464,4,0.08372108372108372,5,0.09249301354564513,10,0.11622447745737469,23,0.14211277192517666,1,1,0,0,0,0
60937,0,0,0.0,0,0.0,2,0.034559643255295425,7,0.07592563366789602,9,0.08475694396979457,22,0.1069738871829381,1,1,1,1,1,0
60943,0,1,0.0625,1,0.0625,3,0.09850464576074332,6,0.12396656129618827,13,0.1545955900080341,24,0.17579010123683123,1,1,1,1,1,1
60953,0,0,0.0,2,0.075,3,0.08888888888888888,6,0.11631281576613056,9,0.13040673111004591,20,0.15095924228098992,1,1,1,1,1,1
60961,0,0,0.0,2,0.0787878787878788,3,0.09267676767676769,6,0.11489759262646589,9,0.1247645566626326,20,0.14551346997235728,1,1,1,1,1,1
61001,0,1,0.125,1,0.125,5,0.2061352979222249,7,0.22079774517960887,15,0.24924715058419036,27,0.27372990597689,0,0,0,0,0,0
61007,0,1,0.125,1,0.125,2,0.13851351351351351,7,0.18276888350901507,13,0.20964732584189952,30,0.2440871173602836,1,1,1,1,1,1
61027,0,1,0.1,2,0.14166666666666666,2,0.14166666666666666,5,0.16395829234703915,10,0.18658542559396216,24,0.21378790963685837,1,1,1,1,1,1
61031,0,1,0.125,1,0.125,2,0.1488095238095238,5,0.169078055195784,9,0.18591335253310975,23,0.21476809200560681,1,1,1,1,1,1
61043,0,0,0.0,0,0.0,1,0.015151515151515152,5,0.04675738059131278,7,0.055753592712524905,26,0.09008328082596374,1,1,1,1,1,1
61051,0,1,0.0625,1,0.0625,4,0.12229437229437229,7,0.14508809092142425,17,0.19231573063671084,33,0.22143485737169602,1,1,1,1,1,1
61057,0,1,0.16666666666666666,1,0.16666666666666666,3,0.203125,6,0.22564484126984127,12,0.2511075389215444,23,0.2743965922059369,1,1,1,1,1,1
61091,0,1,0.125,1,0.125,3,0.15888888888888889,4,0.16930555555555554,12,0.2036219306491188,26,0.22783223751674422,1,1,1,1,1,1
61099,0,0,0.0,1,0.05555555555555555,3,0.10059232026143791,7,0.13897791840313362,13,0.16727965832987357,24,0.18743577316654642,1,1,1,1,1,1
61121,0,1,0.16666666666666666,3,0.23124999999999998,3,0.23124999999999998,6,0.2573237628384687,10,0.27338547891260373,25,0.3014264902682204,1,1,1,1,1,1
61129,0,0,0.0,1,0.041666666666666664,5,0.10772792022792023,10,0.1507693658000185,11,0.1545861596931483,26,0.180436587916715,1,1,1,1,1,1
61141,0,0,0.0,0,0.0,1,0.014285714285714285,6,0.056643768190378356,12,0.0836398058518049,29,0.11445942607751428,1,1,1,1,1,1
61151,0,0,0.0,0,0.0,3,0.05257936507936508,6,0.07516753375926155,11,0.09418563188920179,24,0.12031503907273616,1,1,1,1,1,1
61153,0,1,0.0625,2,0.10416666666666666,3,0.12590579710144928,3,0.12590579710144928,9,0.14952903085541128,23,0.17757344487798404,0,0,0,0,0,0
61169,0,0,0.0,0,0.0,2,0.031018518518518518,4,0.04677609427609428,9,0.0654618525056048,28,0.10033404258749433,1,1,1,1,1,1
61211,0,1,0.125,3,0.19471153846153846,4,0.2155448717948718,8,0.24840853255708328,17,0.2877677741522874,33,0.3170110936380956,1,1,1,1,0,0
61223,0,0,0.0,0,0.0,3,0.04652217152217152,6,0.0692250656731531,10,0.08605341438308294,23,0.11363496701811655,1,1,1,1,1,1
61231,0,0,0.0,1,0.05555555555555555,2,0.07936507936507936,6,0.11853063945025902,10,0.13394278167244755,21,0.15381685768293557,1,0,0,0,0,0
61253,0,1,0.16666666666666666,1,0.16666666666666666,4,0.2138142174432497,6,0.23176293539196763,7,0.23516429593618532,26,0.2702126443698632,1,1,1,1,1,1
61261,0,0,0.0,1,0.03333333333333333,1,0.03333333333333333,2,0.04037558685446009,6,0.05550101359087821,24,0.08940488424310568,1,0,0,0,0,0
61283,0,0,0.0,0,0.0,4,0.07555555555555556,8,0.10935159193552411,14,0.1329111295206969,29,0.16159469657124978,1,1,0,0,0,0
61291,0,0,0.0,0,0.0,2,0.04880952380952381,5,0.07010477267830209,7,0.07793953051305992,23,0.10859274282928798,1,1,1,1,1,1
61297,0,0,0.0,1,0.03333333333333333,5,0.10761217948717948,8,0.133391720297373,13,0.15619077239952567,23,0.1732108685919557,1,1,1,1,1,1
61331,0,1,0.5,2,0.53125,3,0.5464015151515151,3,0.5464015151515151,7,0.5631417113609581,18,0.5853139296034853,0,0,0,0,0,0
61333,0,0,0.0,1,0.03333333333333333,3,0.07359098228663447,3,0.07359098228663447,9,0.1002225611727652,22,0.12295875008460773,1,1,1,1,1,1
61339,0,0,0.0,1,0.041666666666666664,2,0.05555555555555555,7,0.09273018312873385,13,0.12081868530126141,26,0.14602052536302443,1,1,1,1,1,1
61343,0,0,0.0,0,0.0,2,0.03732303732303732,5,0.06301748176748176,11,0.08650640696810832,22,0.10505856869460159,1,1,0,0,0,0
61357,0,1,0.0625,2,0.09583333333333333,6,0.17248317805383023,8,0.1900968144174666,12,0.2070094559963298,27,0.23474275929537505,0,0,0,0,0,0
61363,0,1,0.0625,1,0.0625,2,0.07765151515151515,6,0.11102592582855741,10,0.12579997883962926,24,0.15079837686692651,1,1,1,1,1,1
61379,0,0,0.0,2,0.09722222222222221,4,0.141031746031746,6,0.15789350745872482,10,0.17546240721000786,23,0.20025703973485495,1,1,1,1,1,1
61381,0,2,0.22916666666666666,3,0.2746212121212121,4,0.28744172494172493,7,0.3077113327848621,11,0.3258189443862095,29,0.3596628169652069,0,0,0,0,0,0
61403,0,0,0.0,0,0.0,1,0.013513513513513514,4,0.035233626637854426,7,0.047469332323637516,22,0.0758579722179987,1,1,1,1,1,1
61409,0,1,0.125,1,0.125,4,0.17353643966547194,7,0.19877318208971437,12,0.22053752885406114,27,0.2482515441793354,1,1,1,1,0,0
61417,0,0,0.0,0,0.0,1,0.018518518518518517,4,0.04403776877181133,11,0.07401322580777908,24,0.09701385525094612,1,1,1,1,1,1
61441,0,1,0.16666666666666666,2,0.2121212121212121,5,0.2722402597402597,7,0.29193722943722944,10,0.3039696125633626,23,0.329824987969118,0,0,0,0,0,0
61463,0,0,0.0,3,0.11137820512820512,4,0.12923534798534797,4,0.12923534798534797,9,0.1523780386713845,23,0.17903873061343817,1,1,1,1,1,1
61469,0,0,0.0,0,0.0,0,0.0,4,0.03232736747648375,8,0.047837823615592016,23,0.07373656197836541,1,1,1,1,1,1
61471,0,0,0.0,0,0.0,1,0.020833333333333332,3,0.03469848053181386,7,0.053807689029264846,29,0.0952979411845371,1,1,1,1,1,1
61483,0,0,0.0,0,0.0,1,0.013888888888888888,5,0.04588675213675213,9,0.06321657140186449,24,0.0931945280167811,1,1,1,1,1,1
